farm_id,pnu,farm_class,farm_address,farm_flight_date,farm_update_date,permit_date,permit_action,permit_purpose,relation,causal_claim_allowed
501103102601818,5011031026123600001,밭,제주특별자치도 제주시 한경면 조수리,2019-01-01,,20260107, 토지형질변경,주기장 조성,exact_pnu_cross_source_context,False
501103102800226,5011031028107050001,밭,제주특별자치도 제주시 한경면 신창리,2019-01-01,,20260423, 공작물설치,태양광 공작물 설치,exact_pnu_cross_source_context,False
501103102800227,5011031028107050001,밭,제주특별자치도 제주시 한경면 신창리,2023-12-30,2024-12-31,20260423, 공작물설치,태양광 공작물 설치,exact_pnu_cross_source_context,False
501103102900789,5011031029102300001,밭,제주특별자치도 제주시 한경면 낙천리,2019-01-01,,20260226, 토지형질변경,농지 개간,exact_pnu_cross_source_context,False
501103102900317,5011031029124000000,과수,제주특별자치도 제주시 한경면 낙천리,2019-01-01,,20260409, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102900443,5011031029124000000,과수,제주특별자치도 제주시 한경면 낙천리,2019-01-01,,20260409, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103102900822,5011031029124000000,시설,제주특별자치도 제주시 한경면 낙천리,2019-01-01,,20260409, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000166,5011031030132580000,시설,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000166,5011031030132580000,시설,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000380,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2021-04-01,2022-12-30,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000380,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2021-04-01,2022-12-30,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000489,5011031030132580000,시설,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000489,5011031030132580000,시설,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000842,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,2021-12-30,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103000842,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,2021-12-30,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103001259,5011031030132580000,비경지,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103001259,5011031030132580000,비경지,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103001902,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2023-12-30,2024-12-31,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103001902,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2023-12-30,2024-12-31,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002010,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002010,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002054,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002054,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002604,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002604,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002673,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002673,5011031030132580000,과수,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002675,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002675,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002707,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002707,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002785,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002785,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002928,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002928,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002929,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260112, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103103002929,5011031030132580000,밭,제주특별자치도 제주시 한경면 저지리,2019-01-01,,20260326, 토지형질변경,국유도로 포장,exact_pnu_cross_source_context,False
501103302100222,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2024-12-31,2025-12-31,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302100651,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2019-01-01,,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302100753,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2019-01-01,,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302101829,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2023-12-30,2024-12-31,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302102365,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2022-12-30,2023-12-28,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302102557,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2021-04-01,2022-12-30,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
501103302102571,5011033021126560000,밭,제주특별자치도 제주시 우도면 연평리,2021-04-01,2022-12-30,20220708, 토지형질변경,대지 진입로,exact_pnu_cross_source_context,False
